病,22/10/2025,https://news.china.com/socialgd/10000169/20251021/48924862.html,被?生??排的校?病逝 家?：再也?不到他在校?迎孩子,,,,,,,,,,,,,,
病,8/11/2025,http://www.msn.com/zh-tw/entertainment/news/%E8%A8%B1%E4%B8%8D%E4%BA%86%E9%80%9D%E4%B8%9640%E5%B9%B4-%E5%A5%B3%E5%85%92%E7%BD%95%E7%8F%BE%E8%BA%AB%E6%B7%9A%E5%96%8A-%E6%84%9F%E8%AC%9D%E6%9C%B1%E7%88%B8%E7%88%B8-%E6%9C%B1%E5%BB%B6%E5%B9%B3%E6%9B%9D%E4%BB%96-%E7%89%87%E5%A0%B4%E9%81%BA%E9%A1%98/ar-AA1P9yCJ?cvid=68fcbd0b016940c8a98de844c20e7257&apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,許不了逝世40年！女兒罕現身淚喊：感謝朱爸爸 朱延平曝他「片場遺願」,,,,,,,,,,,,,,
病,3/11/2025,https://tw.news.yahoo.com/%E8%A8%B1%E7%B4%B9%E9%9B%84-%E9%A6%AE%E6%B7%AC%E5%B8%86%E6%8E%A5%E9%80%A3%E9%9B%A2%E4%B8%96-%E7%8E%8B%E6%99%B6%E5%98%86-%E4%B8%89%E5%A4%A7%E5%96%9C%E5%8A%87%E5%82%AC%E5%8C%96%E5%8A%91-%E5%85%A8%E8%B5%B0%E4%BA%86-110700224.html,許紹雄、馮淬帆接連離世！王晶嘆「三大喜劇催化劑」全走了,,,,,,,,,,,,,,
病,4/11/2025,https://news.now.com/mobile/entertainment/player?newsId=624634,許紹雄生忌 女兒許惠菁貼童年照首談感受︰就當你去?開工 稱會堅強好好生活,,,,,,,,,,,,,,
病,1/11/2025,https://www.orientalsunday.hk/?p=1649709,許紹雄病逝｜許家公布喪禮詳情11月17日設靈翌日出殯| 最新娛聞,,,,,,,,,,,,,,
病,31/10/2025,https://www.orangenews.hk/officelady/V15wF8n/%E8%A8%B1%E7%B4%B9%E9%9B%84%E9%80%9D%E4%B8%96-TVB%E5%91%A8%E5%85%AD%E6%99%9A%E6%92%AD%E8%88%8A%E6%88%B2-%E6%96%B0%E7%B4%AE%E5%B8%AB%E5%A6%B9-%E5%9B%9E%E5%91%B3%E6%96%B9%E4%B8%ADSir%E7%B6%93%E5%85%B8-11-3%E8%B5%B7%E9%A6%96%E6%92%AD-%E4%BD%BF%E5%BE%92%E8%A1%8C%E8%80%852.shtml,許紹雄逝世｜TVB周六晚播舊戲《新紮師妹》回味方中Sir經典、11.3起首播《使徒行者2》,,,,,,,,,,,,,,
病,31/10/2025,https://www.hk01.com/%E5%8D%B3%E6%99%82%E5%A8%9B%E6%A8%82/60290024/%E8%A8%B1%E7%B4%B9%E9%9B%84%E9%80%9D%E4%B8%96-tvb%E6%8E%A8-%E6%AD%A1%E5%96%9C%E6%B0%B8%E5%9C%A8-%E7%B3%BB%E5%88%97-%E9%87%8D%E6%98%A0%E7%B6%93%E5%85%B8%E4%BD%9C-%E4%BD%BF%E5%BE%92%E8%A1%8C%E8%80%852,許紹雄逝世｜TVB推《歡喜永在》系列 重映經典作《使徒行者2》,,,,,,,,,,,,,,
病,31/10/2025,https://www.tvb.com/dramanews-c/%E8%A8%B1%E7%B4%B9%E9%9B%84%E9%80%9D%E4%B8%96%EF%BD%9CTVB%E6%8E%A8%E5%87%BA-%E6%AD%A1%E5%96%9C%E6%B0%B8%E5%9C%A8-%E7%B3%BB%E5%88%97%E6%82%BC%E5%BF%B5%E8%A8%B1%E7%B4%B9%E9%9B%84---11%E6%9C%883%E6%97%A5%E8%B5%B7%E9%87%8D%E6%92%AD-%E4%BD%BF%E5%BE%92%E8%A1%8C%E8%80%852--1009679,許紹雄逝世｜TVB推出《歡喜永在》系列悼念許紹雄 11月3日起重播《使徒行者2》,,,,,,,,,,,,,,
病,3/11/2025,https://www.hk01.com/%E5%8D%B3%E6%99%82%E5%A8%9B%E6%A8%82/60290790/%E8%A8%B1%E7%B4%B9%E9%9B%84%E9%80%9D%E4%B8%96-%E4%BD%98%E8%A9%A9%E6%9B%BC%E5%9D%A6%E6%89%BF%E9%9B%A3%E9%81%8E%E9%83%BD%E8%A6%81%E9%81%8E-%E5%94%94%E5%8F%AF%E4%BB%A5%E9%95%B7%E6%9C%9F%E5%96%BA%E5%97%B0%E5%80%8B%E7%8B%80%E6%85%8B%E5%85%A5%E9%9D%A2,許紹雄逝世｜佘詩曼坦承難過都要過：唔可以長期??個狀態入面,,,,,,,,,,,,,,
病,1/11/2025,https://www.hk01.com/%E5%8D%B3%E6%99%82%E5%A8%9B%E6%A8%82/60290404/%E8%A8%B1%E7%B4%B9%E9%9B%84%E9%80%9D%E4%B8%96-%E5%91%A8%E6%9F%8F%E8%B1%AA%E5%88%9D%E5%85%A5%E8%A1%8C%E5%90%88%E4%BD%9C-%E5%BF%83%E7%97%9B%E6%9C%AA%E8%83%BD%E6%8E%A5%E5%8F%97-%E5%8E%BB%E5%94%94%E5%88%B0%E6%8E%A2%E4%BD%A2%E5%A5%BD%E5%8F%AF%E6%83%9C,許紹雄逝世｜周柏豪初入行合作 心痛未能接受：去唔到探佢好可惜,,,,,,,,,,,,,,
病,1/11/2025,https://www.tkww.hk/a/202510/31/AP6904cb40e4b0f2e7439708cd.html,許紹雄逝世｜許家發訃聞交代喪禮安排11·17設靈翌日出殯- 香港,,,,,,,,,,,,,,
病,4/11/2025,https://topick.hket.com/article/4032210/%E8%A8%B1%E7%B4%B9%E9%9B%84%E9%80%9D%E4%B8%96%EF%B8%B1%E8%A8%B1%E7%B4%B9%E9%9B%84%E7%94%9F%E5%BF%8C%E5%A5%B3%E5%85%92%E7%99%BC%E6%96%87%E6%82%BC%E5%BF%B5%E4%BA%A1%E7%88%B6%E3%80%80%E8%A8%B1%E6%83%A0%E8%8F%81%EF%BC%9A%E9%A1%98%E4%BD%A0%E4%BE%9D%E5%AE%B6%E8%87%AA%E7%94%B1%E8%87%AA%E5%9C%A8,許紹雄逝世︱許紹雄生忌女兒發文悼念亡父 許惠菁：願你依家自由自在,,,,,,,,,,,,,,
病,11/11/2025,https://topick.hket.com/article/4035449/%E8%A8%B1%E7%B4%B9%E9%9B%84%E9%80%9D%E4%B8%96%EF%B8%B1%E8%A8%B1%E7%B4%B9%E9%9B%84%E7%94%9F%E5%89%8D%E6%9C%80%E5%BE%8C%E8%A8%AA%E5%95%8F%E6%9B%9D%E5%85%89%E3%80%80%E6%9B%BE%E5%B9%BD%E9%BB%98%E5%88%86%E4%BA%AB%E8%85%8E%E7%99%8C%E7%B6%93%E6%AD%B7%EF%BC%9A%E6%88%91%E5%94%AF%E4%B8%80%E7%BC%BA%E9%BB%9E%E6%98%AF%E3%80%8C%E8%81%BD%E5%A5%B3%E4%BA%BA%E8%A9%B1%E3%80%8D,許紹雄逝世︱許紹雄生前最後訪問曝光 曾幽默分享腎癌經歷：我唯一缺點是「聽女人話」,,,,,,,,,,,,,,
病,11/11/2025,https://topick.hket.com/article/4035355/%E8%A8%B1%E7%B4%B9%E9%9B%84%E9%80%9D%E4%B8%96%EF%B8%B1%E8%A8%B1%E7%B4%B9%E9%9B%84%E9%9B%A2%E4%B8%96%E5%89%8D%E4%B8%8A%E6%B8%AF%E5%8F%B0%E7%AF%80%E7%9B%AE%E5%85%A7%E5%AE%B9%E6%9B%9D%E5%85%89%E3%80%80Benz%E9%9B%84%E9%80%8F%E9%9C%B2%E7%99%BC%E7%8F%BE%E8%85%8E%E8%85%AB%E7%98%A4%E7%B6%93%E9%81%8E%EF%BC%9A%E5%B7%B2%E6%98%AF%E5%8E%BB%E5%B9%B4%E7%9A%84%E4%BA%8B,許紹雄逝世︱許紹雄離世前上港台節目內容曝光 Benz雄透露發現腎腫瘤經過：已是去年的事,,,,,,,,,,,,,,
病,8/11/2025,https://stars.udn.com/star/amp/story/10089/9123912,許紹雄最後身影曝光！離世前10天留「人生金句」逼哭全網,,,,,,,,,,,,,,
病,11/11/2025,https://www.sundaykiss.com/%E7%86%B1%E8%A9%B1/%E8%A8%B1%E7%B4%B9%E9%9B%84-%E8%85%8E%E7%99%8C-%E8%85%8E%E8%85%AB%E7%98%A4-%E8%85%8E%E8%87%9F-%E7%97%87%E7%8B%80-%E6%B8%AF%E5%8F%B0-%E9%86%AB%E7%94%9F%E8%88%87%E4%BD%A0-2306042/,許紹雄腎癌病逝前最後訪問曝光 曾切除腎臟 公開發現腎腫瘤經過 附腎癌7大常見症狀,,,,,,,,,,,,,,
病,5/11/2025,https://www.healthyd.com/articles/cancer/%E8%85%8E%E7%99%8C%E9%AB%98%E9%A2%A8%E9%9A%AA%E5%9B%A0%E7%B4%A0-%E7%97%87%E7%8B%80-%E6%B2%BB%E7%99%82%E6%96%B9%E6%A1%88,許紹雄離世 | 資深藝人Benz雄腎癌辭世終年76歲 了解腎癌高風險因素、症狀及治療方案,,,,,,,,,,,,,,
病,4/11/2025,https://www.stheadline.com/film-drama/3514610/%E8%A8%B1%E7%B4%B9%E9%9B%84%E9%9B%A2%E4%B8%96%E5%A5%B3%E5%85%92%E8%A8%B1%E6%83%A0%E8%8F%81%E9%A6%96%E9%96%8B%E8%85%94%E8%AB%87%E7%88%B6%E8%A6%AA-%E7%88%B8%E7%88%B8%E7%94%9F%E5%BF%8C%E7%99%BC%E6%96%87%E6%82%BC%E5%BF%B5%E5%BD%A2%E5%AE%B9%E5%91%A2%E5%B9%BE%E6%97%A5%E5%A5%BD%E5%94%94%E7%9C%9F%E5%AF%A6%E7%95%B6%E4%BD%A0%E5%8E%BB%E5%92%97%E9%96%8B%E5%B7%A5,許紹雄離世｜女兒許惠菁首開腔談父親 爸爸生忌發文悼念形容「呢幾日好唔真實」：當你去?開工,,,,,,,,,,,,,,
病,3/11/2025,https://www.am730.com.hk/%E5%A8%9B%E6%A8%82/%E8%A8%B1%E7%B4%B9%E9%9B%84%E9%9B%A2%E4%B8%96-%E4%BD%98%E8%A9%A9%E6%9B%BC%E8%87%AA%E5%8B%89%E8%A6%81%E5%A0%85%E5%BC%B7%E9%9D%A2%E5%B0%8D%E4%BA%BA%E7%94%9F-%E6%8B%92%E5%91%88%E7%8F%BE%E5%94%94%E9%96%8B%E5%BF%83%E4%B8%80%E9%9D%A2/614321,許紹雄離世｜佘詩曼自勉要堅強面對人生 拒呈現唔開心一面,,,,,,,,,,,,,,
病,4/11/2025,https://www.sundaykiss.com/%E7%86%B1%E8%A9%B1/%E8%A8%B1%E7%B4%B9%E9%9B%84-%E8%A8%B1%E6%83%A0%E8%8F%81-%E7%94%9F%E5%BF%8C-%E9%A0%AD%E4%B8%83-%E7%88%B6%E5%A5%B3%E7%85%A7-%E8%85%8E%E7%99%8C-2301965/,許紹雄離世一周後 女兒許惠菁貼父女照 打破沉默首開腔 宣布一件事,,,,,,,,,,,,,,
病,8/11/2025,https://www.sundaykiss.com/%E7%86%B1%E8%A9%B1/%E8%A8%B1%E7%B4%B9%E9%9B%84-%E9%81%BA%E8%A8%80-%E5%B0%8F%E7%B4%85%E6%9B%B8-%E8%A8%B1%E6%83%A0%E8%8F%81-%E5%8A%AA%E5%8A%9B%E5%94%94%E4%BF%82%E7%82%BA%E5%92%97%E6%94%9E%E6%9B%B4%E5%A4%9A-2304330/,許紹雄離世前「遺言」曝光 口吻如慈父惹哭網民：好感動 超過十萬人讚好,,,,,,,,,,,,,,
病,11/11/2025,https://ol.mingpao.com/ldy/showbiz/latest/20251110/1762764336216/%E8%A8%B1%E7%B4%B9%E9%9B%84%E9%9B%A2%E4%B8%96%E5%89%8D%E6%9B%BE%E4%BA%AE%E7%9B%B8%E6%B8%AF%E5%8F%B0%E7%AF%80%E7%9B%AE-%E9%80%8F%E9%9C%B2%E5%8E%BB%E5%B9%B4%E7%99%BC%E7%8F%BE%E8%85%8E%E8%85%AB%E7%98%A4,許紹雄離世前曾亮相港台節目 透露去年發現腎腫瘤 (17:14) - 20251110,,,,,,,,,,,,,,
病,11/11/2025,https://www.am730.com.hk/%E5%A8%9B%E6%A8%82/%E8%A8%B1%E7%B4%B9%E9%9B%84%E9%9B%A2%E4%B8%96%E5%89%8D%E6%9C%80%E5%BE%8C%E8%A8%AA%E5%95%8F%E6%9B%9D%E5%85%89-%E8%87%AA%E6%8F%AD%E5%8E%BB%E5%B9%B4%E6%82%A3%E7%99%8C%E5%B7%B2%E5%88%87%E9%99%A4%E8%85%8E%E8%87%9F/616915,許紹雄離世前最後訪問曝光 自揭去年患癌已切除腎臟,,,,,,,,,,,,,,
病,11/11/2025,https://www.mpweekly.com/entertainment/article/%E8%A8%B1%E7%B4%B9%E9%9B%84%E9%9B%A2%E4%B8%96%E5%89%8D%E8%AB%87%E6%82%A3%E7%99%8C%E7%B6%93%E6%AD%B7-%E5%8E%BB%E5%B9%B4%E9%80%B2%E8%A1%8C%E8%85%8E%E8%87%9F%E5%88%87%E9%99%A4%E6%89%8B%E8%A1%93,許紹雄離世前談患癌經歷去年進行腎臟切除手術- 本地 - 明周娛樂,,,,,,,,,,,,,,
病,3/11/2025,https://hk.on.cc/hk/bkn/cnt/entertainment/20251102/bkn-20251102193604268-1102_00862_001.html,許紹雄離世︱契女佘詩曼平復心情：難過都要過,,,,,,,,,,,,,,
病,4/11/2025,https://hk.on.cc/hk/bkn/cnt/entertainment/20251104/bkn-20251104105006400-1104_00862_001.html,許紹雄離世︱許惠菁首開腔談父親 生忌發文：當你去?開工,,,,,,,,,,,,,,
病,23/10/2025,https://www.msn.com/zh-tw/entertainment/news/%E8%A8%B1%E8%97%8D%E6%96%B9%E5%AF%AB%E5%A5%BD%E9%81%BA%E6%9B%B8-%E8%85%A6%E5%8B%95%E8%84%88%E7%98%A4%E8%AE%8A%E5%A4%A7%E6%80%A5%E6%89%8B%E8%A1%93-%E6%89%BE%E7%8E%8B%E5%B0%91%E5%81%89%E4%BA%A4%E4%BB%A33%E9%BB%9E%E5%BE%8C%E4%BA%8B/ar-AA1IgaBt?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,許藍方寫好遺書！腦動脈瘤變大急手術 找王少偉交代3 點後事,,,,,,,,,,,,,,
病,8/11/2025,https://www.arch-web.com.tw/%E9%AB%94%E8%82%B2%E6%96%B0%E8%81%9E/%E9%80%99%E6%AE%B5%E8%A6%96%E9%A0%BB%E9%A1%AF%E7%A4%BA%E8%9D%99%E8%9D%A0%E5%BE%9E%E7%A9%BA%E4%B8%AD%E6%8A%93%E8%B5%B0%E8%80%81%E9%BC%A0%E4%B8%A6%E9%A6%96%E6%AC%A1%E6%94%9C%E5%B8%B6%E7%96%BE%E7%97%85/226190/,這段視頻顯示蝙蝠從空中抓走老鼠並首次攜帶疾病,,,,,,,,,,,,,,
病,10/11/2025,https://money.udn.com/money/story/5599/9127662?from=edn_related_storybottom,這疾病首次入列全球10大死因排行榜！每年悄奪150萬人命 | 國際焦點 | 國際,,,,,,,,,,,,,,
病,20/10/2025,https://www.arch-web.com.tw/%E7%A7%91%E5%AD%B8%E6%8A%80%E8%A1%93/%E9%80%99%E7%A8%AE%E5%BC%B7%E6%95%88%E8%97%A5%E7%89%A9%E7%B5%84%E5%90%88%E5%8F%AF%E5%B0%87%E5%89%8D%E5%88%97%E8%85%BA%E7%99%8C%E6%AD%BB%E4%BA%A1%E7%8E%87%E9%99%8D%E4%BD%8E-40%E3%80%82/155322/,這種強效藥物組合可將前列腺癌死亡率降低40%。,,,,,,,,,,,,,,
病,20/10/2025,https://tw.news.yahoo.com/%E9%80%9D%E8%80%85-%E8%88%87%E6%84%9B%E5%9B%A0%E6%96%AF%E5%9D%A6%E6%AF%94%E9%84%B0-%E8%A2%AB%E5%A5%A7%E6%9C%AC%E6%B5%B7%E9%BB%98%E7%9C%8B%E8%A6%8B-%E6%A5%8A%E6%8C%AF%E5%AF%A7%E7%82%BA%E4%BD%95%E8%83%BD%E5%9C%A835%E6%AD%B2%E6%94%B9%E5%AF%AB%E8%8F%AF%E4%BA%BA%E7%A7%91%E5%AD%B8%E5%8F%B2-030000651.html,逝者》與愛因斯坦比鄰、被奧本海默看見 楊振寧為何能在35歲改寫華人科學史？,,,,,,,,,,,,,,
病,7/11/2025,https://news.tvbs.com.tw/life/3037396,郭台銘母病逝北醫 郭初永真辭世享嵩壽100歲,,,,,,,,,,,,,,
病,22/10/2025,https://www.msn.com/zh-tw/news/opinion/%E9%83%AD%E7%91%A4%E7%90%AA%E6%80%A5%E6%95%91%E4%BB%8D%E4%B8%8D%E6%B2%BB-%E5%A5%BD%E5%8F%8B-%E7%B9%BC%E7%BA%8C%E7%82%BA%E5%90%8D%E8%AD%BD%E8%80%8C%E6%88%B0/ar-AA1Bw3LD?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,郭瑤琪急救仍不治！好友： 繼續為名譽而戰,,,,,,,,,,,,,,
病,23/10/2025,https://www.msn.com/zh-tw/health/other/%E9%99%B3%E6%96%87%E8%8C%9C%E9%A9%9A%E7%BD%B9%E9%BB%91%E8%89%B2%E7%B4%A0%E7%99%8C%E7%AC%AC4%E6%9C%9F-%E6%B7%B1%E5%A4%9C%E7%99%BC%E6%96%87-%E7%8B%A0%E7%8B%A0%E7%9C%8B%E7%A9%BF%E4%BD%A0-%E5%86%8D%E8%A6%8B%E6%B8%A3%E7%94%B7/ar-AA1vRPLs?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,陳文茜驚罹黑色素癌第4期 深夜發文「狠狠看穿你」： 再見渣男,,,,,,,,,,,,,,
病,8/11/2025,https://www.msn.com/zh-tw/entertainment/news/%E9%99%B3%E9%9B%B6%E4%B9%9D%E9%98%BF%E5%AC%A4%E9%9B%A2%E4%B8%96%E8%91%AC%E7%A6%AE%E6%B2%92%E6%8E%89%E6%B7%9A-%E6%91%BA%E6%A3%89%E8%A2%AB%E6%89%8D%E6%B7%9A%E5%B4%A9%E7%97%9B%E5%93%AD-%E7%9C%9F%E5%AF%A6%E5%BF%83%E8%81%B2%E6%9B%9D/ar-AA1DhLT7?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,陳零九阿嬤離世葬禮沒掉淚！ 摺棉被才淚崩痛哭真實心聲曝,,,,,,,,,,,,,,
病,20/10/2025,https://www.arch-web.com.tw/%E5%A8%9B%E6%A8%82/%E5%87%B1%E8%92%82%C2%B7%E4%BD%A9%E9%87%8C-katy-perry-%E8%88%87-9-%E4%BD%8D%E9%9D%A2%E8%87%A8%E5%9A%B4%E9%87%8D%E7%96%BE%E7%97%85%E7%9A%84%E5%B9%B4%E8%BC%95%E6%AD%8C%E8%BF%B7%E5%88%86%E4%BA%AB/155247/,凱蒂·佩里 (Katy Perry) 與 9 位面臨嚴重疾病的年輕歌迷分享甜蜜的後台時刻,,,,,,,,,,,,,,
病,1/11/2025,https://www.worldjournal.com/wj/story/121232/9109101,勞勃狄尼洛19歲外孫吸毒猝死案 再逮捕5人,,,,,,,,,,,,,,
病,11/11/2025,https://www.hkcd.com.hk/hkcdweb/content/2025/11/10/content_8724073.html,喜靈洲懲教所61歲男在囚人士因病不治,,,,,,,,,,,,,,
病,20/10/2025,https://news.mingpao.com/pns/%E8%A6%81%E8%81%9E/photo1/20251019/s00001/1760811104173/1760811104168,奠粒子物理基石 楊振寧逝世 首華人諾獎得主 享壽103歲 - 20251019 - 圖片看世界,,,,,,,,,,,,,,
病,23/10/2025,https://www.jwview.com/jingwei/html/m/10-23/639520.shtml,寒潮早至，心血管疾病高?期或提前 ?生提醒：警惕三大急救??,,,,,,,,,,,,,,
病,1/11/2025,https://tw.news.yahoo.com/%E6%82%B2-%E5%8F%B0%E4%B8%AD2%E5%AE%B6%E5%BA%AD%E9%81%AD%E9%87%8D%E5%89%B5-%E5%AD%95%E5%A9%A6%E6%B3%A1%E6%BE%A1%E7%96%91%E6%B0%A3%E5%96%98%E4%BA%A1-8%E5%80%8B%E6%9C%88%E5%AC%B0%E7%99%B2%E7%99%87%E4%B8%8D%E6%B2%BB-165304109.html,悲！台中2家庭遭重創 孕婦泡澡疑氣喘亡 8個月嬰癲癇不治,,,,,,,,,,,,,,
病,8/11/2025,https://hk.investing.com/news/analyst-ratings/article-93CH-1180958,智諾治療股票目標價因患者死亡被皇家銀行下調至9美元 作者 Investing.com,,,,,,,,,,,,,,
病,21/10/2025,https://news.tvbs.com.tw/politics/3021284,曾任國民黨中常委！台商傳奇「鎢鋼大王」廖萬隆病逝 享壽77歲,,,,,,,,,,,,,,
病,5/11/2025,https://tw.news.yahoo.com/%E6%9B%BE%E7%82%BA%E7%BE%8E%E5%9C%8B%E6%9C%80%E6%9C%89%E6%AC%8A%E5%8B%A2%E5%89%AF%E7%B8%BD%E7%B5%B1-%E9%8C%A2%E5%B0%BC%E4%BA%AB%E5%A3%BD84%E6%AD%B2%E9%80%9D%E4%B8%96-125700305.html,曾為美國最有權勢副總統 錢尼享壽84歲逝世,,,,,,,,,,,,,,
病,11/11/2025,https://www.stheadline.com/realtime-china/3516735/%E6%9B%BE%E8%A2%AB%E5%B9%B4%E9%95%B739%E6%AD%B2%E5%AF%8C%E5%A9%86%E5%8C%85%E9%A4%8A13%E5%B9%B4-%E5%85%A7%E5%9C%B0%E5%82%B3%E5%A5%87%E5%AF%8C%E8%B1%AA%E6%9D%8E%E6%98%A5%E5%B9%B3%E7%97%85%E9%80%9D-%E9%81%BA%E7%94%A2%E7%88%AD%E5%A5%AA%E6%88%B0%E6%8F%AD%E5%B9%95,曾被年長39歲富婆包養13年 內地傳奇富豪李春平病逝 遺產爭奪戰揭幕,,,,,,,,,,,,,,
病,10/11/2025,https://www.msn.com/zh-tw/health/other/%E6%9B%BE%E7%90%AE%E6%84%B745%E6%AD%B2-%E8%9C%82%E7%AA%A9%E6%80%A7%E7%B5%84%E7%B9%94%E7%82%8E%E4%BD%B5%E7%99%BC%E9%87%8D%E7%97%87%E9%80%9D-%E9%86%AB-9%E9%A1%9E%E4%BA%BA%E6%98%AF%E9%AB%98%E5%8D%B1%E6%97%8F%E7%BE%A4/ar-AA1KlQTH?cvid=DA3567F7E8ED489CAB29E17C2FC3C01D&ocid=spartanntp&apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,曾琮愷45歲「蜂窩性組織炎併發重症逝」！醫：9 類人是高危族群,,,,,,,,,,,,,,
病,8/11/2025,http://www.msn.com/zh-tw/entertainment/news/%E6%9B%BE%E8%88%87%E6%9D%8E%E9%80%A3%E6%9D%B0%E6%8B%8D-%E9%BE%8D%E5%90%BB-007-%E7%94%B7%E6%98%9F%E7%99%8C%E9%80%9D%E4%BA%AB%E5%A3%BD72%E6%AD%B2-%E5%A6%BB%E5%A5%B3%E6%82%B2%E7%97%9B%E8%AD%89%E5%AF%A6%E5%99%A9%E8%80%97/ar-AA1PHDf4?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,曾與李連杰拍《龍吻》！《007》男星癌逝享壽72 歲妻女悲痛證實噩耗,,,,,,,,,,,,,,
病,5/11/2025,https://www.stheadline.com/daily-entertainment/3514848/%E6%9B%BE%E9%BD%8A%E5%85%A5%E5%9C%8D%E5%A5%A7%E6%96%AF%E5%8D%A1%E5%89%B5%E6%AD%B7%E5%8F%B2-%E7%BE%85%E5%A8%9C%E7%94%B8%E6%AF%8D%E8%A6%AA%E6%88%B4%E5%AE%89%E7%83%88%E7%89%B9%E7%97%85%E9%80%9D,曾齊入圍奧斯卡創歷史 羅娜甸母親戴安烈特病逝,,,,,,,,,,,,,,
病,23/10/2025,https://health.udn.com/health/story/6019/9091297?from=udn_ch2_menu_v2_main_index,曾罹子宮頸癌，名作家蔡璧名病逝！早期症狀極像泌尿道感染 專家揭子宮頸癌最大迷思,,,,,,,,,,,,,,
病,10/11/2025,https://tw.news.yahoo.com/%E6%9B%BE%E5%B9%AB%E5%91%A8%E6%98%9F%E9%A6%B3%E6%8A%8A%E8%84%88-%E5%94%90%E4%BC%AF%E8%99%8E%E9%BB%9E%E7%A7%8B%E9%A6%99-%E5%BE%A1%E9%86%AB%E9%A9%9A%E5%82%B3%E9%9B%A2%E4%B8%96-%E5%A5%BD%E5%8F%8B%E6%9B%9D-%E8%87%B3%E5%B0%91%E5%B7%B25%E5%B9%B4-061700722.html,曾幫周星馳把脈！《唐伯虎點秋香》御醫驚傳離世 好友曝：至少已5年,,,,,,,,,,,,,,
病,8/11/2025,https://www.nownews.com/news/6751684,曾獲諾貝爾獎！「DNA之父」James Watson逝世　享耆壽97歲,,,,,,,,,,,,,,
病,10/11/2025,https://www.facebook.com/story.php?story_fbid=1257763776395581&id=100064859103672,最牛軟飯男76歲亡 陪好萊塢女星13年 獲千億遺產,,,,,,,,,,,,,,
病,21/10/2025,https://news.china.com/socialgd/10000169/20251020/48920284.html,最佳入睡???找到了 降低心血管疾病??,,,,,,,,,,,,,,
病,4/11/2025,https://hk.on.cc/hk/bkn/cnt/intnews/20251104/bkn-20251104071119918-1104_00992_001.html,最高人民會議前委員長金永南病逝 終年97歲,,,,,,,,,,,,,,
病,4/11/2025,https://www.ftnn.com.tw/news/496739,最高法官周盈文過勞中風 手術後已有意識,,,,,,,,,,,,,,
病,4/11/2025,https://www.mnews.tw/story/amp/mm-20251103inv005,最高法官辦公室昏倒 疑中風送醫急救,,,,,,,,,,,,,,
病,4/11/2025,https://news.pchome.com.tw/society/crwant/20251103/index-76217495975883316002.html,最高法院法官左腦輕微出血昏倒 周盈文緊急開刀後送加護病房,,,,,,,,,,,,,,
病,4/11/2025,https://www.ettoday.net/news/20251104/3061596.htm,最高法院法官周盈文在辦公室暈倒　手術後恢復意識靜養中,,,,,,,,,,,,,,
病,4/11/2025,https://www.nexttv.com.tw/NextTV/News/Home/Life/2025-11-04/2166727.html,最高法院法官病倒 周盈文腦出血緊急送醫 加護病房靜養中,,,,,,,,,,,,,,
病,5/11/2025,https://cn.nytimes.com/obits/20251105/nkorea-kim-yongnam-president/zh-hant/,朝鮮前「國家元首」金永南逝世：效忠金氏家族的三朝元老- 紐約時報中文網,,,,,,,,,,,,,,
病,4/11/2025,https://www.hk01.com/%E5%8D%B3%E6%99%82%E5%9C%8B%E9%9A%9B/60291171/%E6%9C%9D%E9%AE%AE%E6%9C%80%E9%AB%98%E4%BA%BA%E6%B0%91%E6%9C%83%E8%AD%B0%E5%89%8D%E5%A7%94%E5%93%A1%E9%95%B7%E9%87%91%E6%B0%B8%E5%8D%97%E9%80%9D%E4%B8%96-%E7%B5%82%E5%B9%B497%E6%AD%B2,朝鮮最高人民會議前委員長金永南逝世 終年97歲,,,,,,,,,,,,,,
病,23/10/2025,https://hk.news.yahoo.com/%E6%B8%AF%E5%A4%A7-%E6%8A%91%E9%AC%B1%E7%97%87%E6%82%A3%E8%80%85%E6%AD%BB%E4%BA%A1%E9%A2%A8%E9%9A%AA%E9%AB%98-%E5%80%8D-%E5%8F%8A%E6%97%A9%E6%B2%BB%E7%99%82%E5%8F%AF%E9%99%8D%E8%87%B3%E5%B0%91%E5%85%A9%E6%88%90%E9%A2%A8%E9%9A%AA-203023557.html,港大：抑鬱症患者死亡風險高一倍 及早治療可降至少兩成風險,,,,,,,,,,,,,,
